servername,region,rebalanced,killstat_version,match_id,game_mode,map,unix_time,game_time,player_count,attacker_name,attacker_id,attacker_current_weapon,attacker_current_weapon_mods,attacker_weapon_1,attacker_weapon_1_mods,attacker_weapon_2,attacker_weapon_2_mods,attacker_weapon_3,attacker_weapon_3_mods,attacker_offhand_weapon_1,attacker_offhand_weapon_2,victim_name,victim_id,victim_current_weapon,victim_current_weapon_mods,victim_weapon_1,victim_weapon_1_mods,victim_weapon_2,victim_weapon_2_mods,victim_weapon_3,victim_weapon_3_mods,victim_offhand_weapon_1,victim_offhand_weapon_2,cause_of_death,distance
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807236,273.818,9,Alexikey,36564078,alternator_smg,712,alternator_smg,712,wingman,644,arc_launcher,131,thermite_grenade,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,alternator_smg,662.307
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807239,276.633,9,Khalmee,eb332005,doubletake,1152,doubletake,1152,semipistol,20,arc_launcher,136,grenade_emp,holopilot,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,pilot_emptyhanded,38.760
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807242,279.524,9,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,Dgfwea20,d3c7067a,car,1184,car,1184,autopistol,28,defender,134,grenade_emp,grapple,lmg,862.662
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807247,284.583,9,The_WeaselPig,e5a0f28d,sniper,1664,sniper,1664,autopistol,22,defender,82,thermite_grenade,grapple,ShooScat,7751ef76,smr,1060,smr,1060,wingman,1664,defender,134,thermite_grenade,grenade_sonar,sniper,177.379
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807249,286.813,9,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,Khalmee,eb332005,doubletake,1152,doubletake,1152,semipistol,20,arc_launcher,136,grenade_emp,holopilot,hemlok_smg,265.788
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807254,292.004,9,Dgfwea20,d3c7067a,hemlok,802,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,hemlok,1384.983
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807257,294.433,9,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,thermite_grenade,1247.872
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807260,297.242,9,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,vinson,535.973
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807262,299.831,9,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,The_WeaselPig,e5a0f28d,autopistol,22,sniper,1664,autopistol,22,defender,82,thermite_grenade,grapple,vinson,504.787
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.361,8,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,vinson,795.049
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,ShooScat,7751ef76,wingman,1664,smr,1060,wingman,1664,defender,134,thermite_grenade,grenade_sonar,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,invalid,628.912
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,invalid,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,Khalmee,eb332005,pulse_lmg,264,pulse_lmg,264,semipistol,20,mgl,5,frag_grenade,shifter,Khalmee,eb332005,pulse_lmg,264,pulse_lmg,264,semipistol,20,mgl,5,frag_grenade,shifter,invalid,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,HenSwoloOfficial,6829f185,autopistol,532,autopistol,532,defender,22,null,null,thermite_grenade,deployable_cover,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,invalid,782.644
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,ShooScat,7751ef76,wingman,1664,smr,1060,wingman,1664,defender,134,thermite_grenade,grenade_sonar,invalid,628.912
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,Alexikey,36564078,alternator_smg,712,alternator_smg,712,wingman,644,arc_launcher,131,thermite_grenade,heal,Alexikey,36564078,alternator_smg,712,alternator_smg,712,wingman,644,arc_launcher,131,thermite_grenade,heal,invalid,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,6bd02096,ctf,lf_meadow,1659807269,306.617,8,Dgfwea20,d3c7067a,hemlok,802,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,Dgfwea20,d3c7067a,hemlok,802,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,invalid,0.000
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807300,24.029,7,Dgfwea20,d3c7067a,hemlok,802,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,Alexikey,36564078,alternator_smg,712,alternator_smg,712,wingman,644,arc_launcher,131,thermite_grenade,heal,hemlok,931.887
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807300,24.446,7,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,Dgfwea20,d3c7067a,hemlok,802,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,lmg,529.092
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807301,25.833,7,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,mastiff,562.527
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807303,26.906,7,ShooScat,7751ef76,alternator_smg,1602,alternator_smg,1602,wingman,1664,defender,134,thermite_grenade,grenade_sonar,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,alternator_smg,224.803
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807313,37.514,7,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,ShooScat,7751ef76,alternator_smg,1602,alternator_smg,1602,wingman,1664,defender,134,thermite_grenade,grenade_sonar,lmg,1187.188
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807320,44.050,7,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Dgfwea20,d3c7067a,semipistol,74,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,mastiff,189.710
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807320,44.573,7,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,vinson,1712.534
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807330,54.433,7,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,vinson,293.265
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807331,55.114,7,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,Dgfwea20,d3c7067a,hemlok,802,hemlok,802,semipistol,74,defender,0,thermite_grenade,shifter,lmg,232.895
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807333,57.685,7,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,vinson,271.192
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807334,58.620,7,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,ShooScat,7751ef76,alternator_smg,1602,alternator_smg,1602,wingman,1664,defender,134,thermite_grenade,grenade_sonar,lmg,515.095
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807342,65.863,7,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,lmg,858.582
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807347,71.383,7,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,ShooScat,7751ef76,alternator_smg,1602,alternator_smg,1602,wingman,1664,defender,134,thermite_grenade,grenade_sonar,mastiff,172.176
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807351,75.400,7,Dgfwea20,d3c7067a,shotgun_pistol,2184,shotgun_pistol,2184,autopistol,22,defender,0,thermite_grenade,shifter,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,shotgun_pistol,569.537
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807352,76.533,7,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,mastiff,362.104
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807356,79.733,8,Dgfwea20,d3c7067a,shotgun_pistol,2184,shotgun_pistol,2184,autopistol,22,defender,0,thermite_grenade,shifter,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,shotgun_pistol,334.297
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807362,85.923,8,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,Dgfwea20,d3c7067a,shotgun_pistol,2184,shotgun_pistol,2184,autopistol,22,defender,0,thermite_grenade,shifter,hemlok_smg,572.430
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807367,91.150,8,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,thermite_grenade,354.510
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807368,91.917,8,Ka1Wen05,2f5eca0a,r97,416,r97,416,autopistol,0,arc_launcher,131,grenade_emp,heal,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,r97,619.586
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807370,94.189,8,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,Ka1Wen05,2f5eca0a,r97,416,r97,416,autopistol,0,arc_launcher,131,grenade_emp,heal,lmg,664.031
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807376,99.837,8,ShooScat,7751ef76,hemlok_smg,2210,hemlok_smg,2210,wingman,1664,defender,134,thermite_grenade,grenade_sonar,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,hemlok_smg,442.002
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807379,103.317,8,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Dgfwea20,d3c7067a,shotgun_pistol,2184,shotgun_pistol,2184,autopistol,22,defender,0,thermite_grenade,grapple,mastiff,450.962
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807380,104.715,8,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,vinson,324.428
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807387,110.983,8,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,ShooScat,7751ef76,hemlok_smg,2210,hemlok_smg,2210,wingman,1664,defender,134,thermite_grenade,grenade_sonar,mastiff,574.893
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807388,111.957,8,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,vinson,1552.727
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807393,117.410,8,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,Ka1Wen05,2f5eca0a,r97,416,r97,416,autopistol,0,arc_launcher,131,grenade_emp,heal,hemlok_smg,328.804
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807396,120.302,8,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,lmg,424,lmg,424,autopistol,532,defender,22,thermite_grenade,deployable_cover,vinson,117.412
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807403,127.476,8,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,ShooScat,7751ef76,hemlok_smg,2210,hemlok_smg,2210,wingman,1664,defender,134,thermite_grenade,grenade_sonar,lmg,339.242
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807406,130.617,9,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Dgfwea20,d3c7067a,shotgun_pistol,2184,shotgun_pistol,2184,autopistol,22,defender,0,thermite_grenade,grapple,mastiff,427.002
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807408,132.767,9,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,sniper,827.176
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807423,147.442,9,Dgfwea20,d3c7067a,alternator_smg,1216,alternator_smg,1216,autopistol,52,defender,0,thermite_grenade,grapple,Alexikey,36564078,lmg,424,lmg,424,wingman,644,arc_launcher,131,thermite_grenade,heal,alternator_smg,336.957
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807424,148.054,9,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,Dgfwea20,d3c7067a,alternator_smg,1216,alternator_smg,1216,autopistol,52,defender,0,thermite_grenade,grapple,hemlok_smg,301.612
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807425,149.222,9,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,vinson,1952.395
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807438,162.709,8,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,pilot_emptyhanded,38.414
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807450,174.650,7,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,sniper,3645.906
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807459,183.000,6,Ka1Wen05,2f5eca0a,epg,1030,epg,1030,semipistol,0,defender,0,grenade_gravity,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,epg,207.066
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807466,190.206,6,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,r97,87.193
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807472,196.183,6,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Ka1Wen05,2f5eca0a,epg,1030,epg,1030,semipistol,0,defender,0,grenade_gravity,heal,mastiff,138.009
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807479,203.239,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,vinson,350.688
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807484,208.757,6,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,r97,165.977
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807494,218.033,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,thermite_grenade,533.809
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807499,223.083,6,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Ka1Wen05,2f5eca0a,epg,1030,epg,1030,semipistol,0,defender,0,grenade_gravity,heal,mastiff,480.122
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807505,229.117,6,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,sniper,325.193
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807515,239.291,6,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,r97,143.953
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807519,243.243,6,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,shotgun,360.101
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807526,250.450,6,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,sniper,450.380
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807528,252.246,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,vinson,665.306
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807543,267.674,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,vinson,152.915
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807544,268.498,6,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,hemlok_smg,438.025
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807556,280.283,6,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,mastiff,310.548
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807559,283.767,6,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,mastiff,285.156
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807573,297.450,6,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,shotgun,217.692
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807574,297.917,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,thermite_grenade,762.076
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807589,313.000,6,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,sniper,1273.259
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807590,314.525,6,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,hemlok_smg,198.526
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807594,318.497,6,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,HenSwoloOfficial,6829f185,r97,420,r97,420,autopistol,532,defender,22,thermite_grenade,deployable_cover,shotgun,325.764
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807596,320.767,6,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,sniper,185.219
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807601,325.317,6,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,Mein_ControI,5d1dd0a5,sniper,1168,sniper,1168,autopistol,84,defender,70,frag_grenade,grapple,mastiff,625.270
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807609,333.767,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,fvnkhead,41e4b0c8,mastiff,112,mastiff,112,autopistol,22,rocket_launcher,7,satchel,heal,thermite_grenade,439.740
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807610,334.488,6,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,hemlok_smg,798.016
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807613,337.473,6,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,HenSwoloOfficial,6829f185,shotgun,212,shotgun,212,autopistol,532,defender,22,thermite_grenade,deployable_cover,shotgun,763.427
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807616,339.943,6,Ka1Wen05,2f5eca0a,shotgun,224,shotgun,224,autopistol,0,arc_launcher,131,grenade_emp,heal,segmentedpuma,ebcc4044,hemlok_smg,420,hemlok_smg,420,autopistol,22,defender,6,frag_grenade,holopilot,shotgun,297.772
rebalanced_ctf,eu,1.5.10,ks_2.0.0,63948999,ctf,lf_township,1659807630,354.214,6,spetterpoepman,bd220d82,vinson,386,vinson,386,semipistol,3,defender,68,thermite_grenade,heal,HenSwoloOfficial,6829f185,shotgun,212,shotgun,212,autopistol,532,defender,22,thermite_grenade,deployable_cover,vinson,291.044
